x,y,z
0,0,5
0.00999999999999755,6.99004887500191E-09,5
0.0199999999998781,5.58680310832087E-08,5
0.0299999999989982,1.88521879954764E-07,5
0.0399999999956619,4.46839528802663E-07,5
0.0499999999865936,8.7270891088662E-07,5
0.0599999999664127,1.50801795934385E-06,5
0.0699999999271065,2.39465460707579E-06,5
0.079999999857504,3.57450678657964E-06,5
0.0899999997427494,5.08946242971377E-06,5
0.0999999995637763,6.98140946738606E-06,5
0.10999999929678,9.29223582915385E-06,5
0.119999998912694,1.20638294427248E-05,5
0.129999998376658,1.53380782333477E-05,5
0.1399999976475,1.91568701230812E-05,5
0.1499999966772,2.35620930299316E-05,5
0.159999995410373,2.85956348668462E-05,5
0.169999993783736,3.42993835405524E-05,5
0.179999991725583,4.07152269502322E-05,5
0.189999989155262,4.78850529860196E-05,5
0.199999985982646,5.58507495273105E-05,5
0.209999982107604,6.46542044408751E-05,5
0.219999977419481,7.43373055787594E-05,5
0.229999971796565,8.49419407759676E-05,5
0.239999965105565,9.65099978479125E-05,5
0.249999957201085,0.000109083364587623,5
0.259999947925092,0.000122703928762696,5
0.269999937106397,0.000137413578111993,5
0.279999924560123,0.000153254200342044,5
0.289999910087183,0.000170267683123184,5
0.299999893473749,0.000188495914085378,5
0.30999987449073,0.000207980780813741,5
0.319999852893241,0.000228764170843743,5
0.329999828420083,0.000250887971656078,5
0.33999980079321,0.000274394070671191,5
0.349999769717208,0.000299324355243456,5
0.359999734878763,0.000325720712654989,5
0.36999969594614,0.000353625030109083,5
0.379999652568655,0.000383079194723263,5
0.389999604376148,0.000414125093521935,5
0.399999550978454,0.000446804613428636,5
0.409999491964883,0.000481159641257868,5
0.419999426903688,0.000517232063706484,5
0.429999355341542,0.000555063767344653,5
0.43999927680301,0.000594696638606364,5
0.449999190790021,0.000636172563779464,5
0.459999096781348,0.00067953342899523,5
0.469998994232073,0.000724821120217453,5
0.479998882573069,0.000772077523231018,5
0.489998761210466,0.000821344523629993,5
0.499998629525131,0.00087266400680518,5
0.509998486872139,0.000926077857931156,5
0.519998332580246,0.000981627961952759,5
0.529998165951364,0.00103935620357104,5
0.539997986260033,0.00109930446722862,5
0.549997792752899,0.00116151463709453,5
0.559997584648183,0.00122602859704839,5
0.569997361135154,0.00129288823066407,5
0.57999712137361,0.0013621354211927,5
0.589996864493344,0.00143381205154505,5
0.599996589593621,0.00150796000427333,5
0.609996295742651,0.00158462116155234,5
0.619995981977066,0.0016638374051599,5
0.629995647301389,0.00174565061645672,5
0.639995290687509,0.00183010267636555,5
0.649994911074158,0.0019172354653496,5
0.659994507366381,0.00200709086339038,5
0.669994078435013,0.0020997107499647,5
0.679993623116149,0.00219513700402108,5
0.689993140210622,0.00229341150395534,5
0.699992628483475,0.00239457612758547,5
0.709992086663435,0.00249867275212582,5
0.719991513442385,0.00260574325416043,5
0.729990907474843,0.00271582950961562,5
0.739990267377431,0.00282897339373188,5
0.749989591728352,0.00294521678103481,5
0.75998887906686,0.00306460154530542,5
0.769988127892742,0.00318716955954948,5
0.779987336665781,0.0033129626959661,5
0.789986503805241,0.00344202282591557,5
0.799985627689334,0.0035743918198861,5
0.809984706654696,0.00371011154745997,5
0.819983738995863,0.00384922387727866,5
0.829982722964741,0.00399177067700712,5
0.839981656770086,0.00413779381329717,5
0.849980538576973,0.00428733515174998,5
0.859979366506273,0.00444043655687765,5
0.869978138634126,0.00459713989206387,5
0.879976852991418,0.00475748701952359,5
0.889975507563252,0.00492151980026181,5
0.899974100288422,0.00508928009403136,5
0.909972629058893,0.00526080975928977,5
0.919971091719269,0.00543615065315509,5
0.929969486066272,0.00561534463136078,5
0.939967809848213,0.00579843354820952,5
0.94996606076447,0.00598545925652612,5
0.95996423646496,0.00617646360760928,5
0.969962334549615,0.00637148845118241,5
0.979960352567857,0.00657057563534335,5
0.989958288018073,0.00677376700651308,5
0.999956138347088,0.00698110440938328,5
1.00995390094964,0.00719262968686294,5
1.01995157316786,0.0074083846800237,5
1.02994915229073,0.00762841122804432,5
1.0399466355536,0.00785275116815373,5
1.0499440201376,0.00808144633557334,5
1.05994130316917,0.00831453856345787,5
1.06993848171951,0.00855206968283522,5
1.07993555280405,0.00879408152254513,5
1.08993251338196,0.00904061590917669,5
1.09992936035557,0.00929171466700468,5
1.1099260905699,0.00954741961792463,5
1.1199227008121,0.00980777258138691,5
1.12991918781093,0.0100728153743292,5
1.13991554823627,0.0103425898111083,5
1.14991177869854,0.0106171377034302,5
1.15990787574822,0.0108965008602791,5
1.1699038358753,0.0111807210878453,5
1.17989965550878,0.0114698401894515,5
1.18989533101613,0.0117638999654782,5
1.19989085870275,0.0120629422132877,5
1.20988623481149,0.0123670087271467,5
1.21988145552209,0.0126761412981472,5
1.22987651695066,0.0129903817141274,5
1.23987141514918,0.0133097717595893,5
1.24986614610496,0.0136343532156171,5
1.25986070574011,0.0139641678597924,5
1.26985508991102,0.0142992574661092,5
1.27984929440785,0.014639663804887,5
1.289843314954,0.0149854286426827,5
1.29983714720559,0.0153365937422011,5
1.30983078675092,0.0156932008622039,5
1.31982422910997,0.0160552917574175,5
1.32981746973386,0.0164229081784388,5
1.33981050400435,0.0167960918716404,5
1.34980332723329,0.0171748845790739,5
1.35979593466211,0.0175593280383712,5
1.36978832146132,0.0179494639826458,5
1.37978048272994,0.0183453341403906,5
1.38977241349503,0.0187469802353765,5
1.39976410871114,0.0191544439865471,5
1.40975556325977,0.0195677671079141,5
1.41974677194889,0.0199869913084497,5
1.42973772951242,0.0204121582919775,5
1.43972843060964,0.0208433097570631,5
1.44971886982478,0.0212804873969018,5
1.45970904166638,0.0217237328992054,5
1.46969894056686,0.0221730879460869,5
1.47968856088196,0.0226285942139448,5
1.48967789689024,0.0230902933733438,5
1.49966694279252,0.0235582270888962,5
1.5096556927114,0.0240324370191397,5
1.51964414069075,0.0245129648164148,5
1.52963228069512,0.0249998521267399,5
1.53962010660932,0.0254931405896852,5
1.54960761223782,0.0259928718382445,5
1.55959479130425,0.0264990874987059,5
1.56958163745093,0.02701182919052,5
1.57956814423829,0.0275311385261672,5
1.58955430514437,0.0280570571110226,5
1.59954011356432,0.0285896265432199,5
1.60952556280986,0.0291288884135129,5
1.61951064610877,0.0296748843051357,5
1.6294953566044,0.0302276557936612,5
1.63947968735509,0.0307872444468568,5
1.64946363133372,0.0313536918245401,5
1.65944718142714,0.0319270394784315,5
1.66943033043568,0.0325073289520052,5
1.67941307107266,0.0330946017803387,5
1.6893953959638,0.0336888994899606,5
1.69937729764678,0.0342902635986961,5
1.70935876857069,0.0348987356155104,5
1.7193398010955,0.0355143570403517,5
1.72932038749157,0.0361371693639907,5
1.73930051993914,0.036767214067859,5
1.7492801905278,0.0374045326238858,5
1.75925939125597,0.0380491664943321,5
