x,y,z
0,0,5
0.0999932499696325,0.00100663295382899,5.00000333330932
0.199945089882291,0.00405277552925774,5.00002666454342
0.299811867242646,0.0091771039426394,5.00008998288591
0.399547449016518,0.0164172912931026,5.00021325902528
0.499103186708964,0.0258098987294133,5.00041643417181
0.598427885639483,0.037390261499458,5.00071940779073
0.697467778772513,0.0511923699166735,5.00114202400008
0.796166505474269,0.0672487452972907,5.00170405658432
0.894465095579208,0.0855903109432071,5.00242519257636
0.992301959161074,0.106246258267649,5.00332501436405
1.08961288241437,0.129243908184612,5.0044229802796
1.18633103006209,0.154608567908303,5.00573840363394
1.28238695471453,0.182363383335606,5.00729043016176
1.37770861361198,0.212529187212766,5.00909801384664
1.47222139319057,0.245124343317232,5.01117989110057
1.56584814191586,0.280164586916784,5.01355455327644
1.65850921183246,0.317662861800652,5.0162402174978
1.7501225092797,0.357629154211455,5.01925479579545
1.84060355522385,0.400070324042142,5.02261586254676
1.92986555565497,0.444989933698932,5.02634062022022
2.01781948249287,0.49238807506925,5.03044586343453
2.10437416543969,0.542261195072841,5.03494794134933
2.18943639520798,0.594601920314614,5.03986271841262
2.27291103854118,0.64939888139895,5.04520553349837
2.35470116542889,0.706636537507499,5.05099115747696
2.43470818890166,0.766295001885271,5.05723374927053
2.51283201776916,0.828349868923338,5.06394681045549
2.58897122264102,0.892772043570351,5.07114313848477
2.66302321554222,0.95952757384908,5.07883477861368
2.73488444340271,1.02857748729832,5.08703297462444
2.80445059566592,1.09987763220438,5.09574811845677
2.87161682622077,1.17337852452958,5.10498969886391
2.93627798981841,1.24902520148803,5.11476624922664
2.99832889308652,1.32675708276037,5.12508529467076
3.05766456020162,1.40650784037933,5.1359532986473
3.11418051322254,1.48820527835674,5.14737560914837
3.16777306702689,1.57177122315881,5.15935640474579
3.21833963872545,1.65712142617088,5.17189864065399
3.26577907135865,1.74416547932377,5.185003995033
3.30999197160324,1.8328067450823,5.19867281576219
3.35088106113678,1.92294230202063,5.2129040679296
3.38835154122204,2.01446290722952,5.22769528229678
3.42231146998369,2.10725297681639,5.2430425050127
3.45267215175511,2.20119058576951,5.25894024886528
3.47934853777425,2.29614748846321,5.27538144637207
3.50225963740457,2.39198916107966,5.29235740502554
3.5213289389502,2.48857486721566,5.30985776502106
3.53648483902338,2.58575774792828,5.3278704598076
3.54766107930896,2.68338493745099,5.34638167981278
3.55479718945287,2.781297705782,5.36537583970414
3.5578702874206,2.87933013524365,5.38483974895542
3.55698959420135,2.97731218050922,5.40477664986281
3.55230205449654,3.07508689884621,5.42519615997052
3.54395980645497,3.17251333324197,5.4461104159457
3.53211902134318,3.26946597055826,5.46753404377097
3.51693885968911,3.36583413697148,5.48948412121536
3.49858054152095,3.46152134262763,5.51198013324241
3.4772065274801,3.55644458635417,5.53504392086684
3.45297980689282,3.65053363019423,5.55869962382195
3.42606328832483,3.74373025247593,5.58297361725147
3.3966192877035,3.83598748711054,5.60789444249086
3.36480910875958,3.92726885583748,5.63349273185767
3.33079271030077,4.01754759920763,5.65980112722629
3.29472845467078,4.10680591122468,5.68685419202272
3.25677293165616,4.19503418175074,5.71468831613856
3.21708085206916,4.28223025002985,5.74334161313162
3.17580500524577,4.36839867199232,5.77285380895453
3.13309627474455,4.45355000337506,5.80326612133158
3.08910370660469,4.5377001001272,5.83462112879033
3.04397462461208,4.62086943706661,5.86696262824753
2.99785478712264,4.70308244530913,5.90033547995006
2.95088858009588,4.78436686860692,5.93478543848227
2.90321924109296,4.86475313840489,5.97035896847144
2.8549891090868,4.94427376715027,6.00710304355524
2.80633989501264,5.02296275917048,6.04506492711999
2.75741296805304,5.1008550382647,6.08429193327839
2.70834965269771,5.17798589103412,6.12483116653074
2.65929153164414,5.25439042490233,6.166729238549
2.61038074960858,5.33010303974886,6.21003196053732
2.56176031309735,5.40515691209447,6.25478400966178
2.51357438114582,5.47958349083424,6.30102856810616
2.46596854196769,5.5534120036129,6.34880693340371
2.41909007037213,5.626668973075,6.39815809882042
2.37308816070155,5.69937774239881,6.44911830272539
2.32811412992429,5.7715580097374,6.50172054608315
2.28432158538435,5.84322537144008,6.55599407744434
2.24186655157236,5.91439087421433,6.61196384509779
2.20090755014143,5.9850605767079,6.66964991638398
2.1616056272561,6.05523512134484,6.7290668645588
2.12412432223798,6.12490931763406,6.79022312404251
2.08862957136771,6.19407173858485,6.85312031539293
2.05528954062673,6.26270433230622,6.91775254190982
2.02427438112515,6.33078205133628,6.98410566040758
1.99575590097383,6.39827250273828,7.05215652939128
1.96990714743184,6.46513562250962,7.12187223863454
1.94690189330623,6.53132337837371,7.19320932498853
