x,y,z
0,0,5
0.1,0,5
0.2,0,5
0.3,0,5
0.4,0,5
0.5,0,5
0.6,0,5
0.7,0,5
0.8,0,5
0.9,0,5
1,0,5
1.1,0,5
1.2,0,5
1.3,0,5
1.4,0,5
1.5,0,5
1.6,0,5
1.7,0,5
1.8,0,5
1.9,0,5
2,0,5
2.0999584425777,0.00249948442924859,5
2.19966704058331,0.00999169029457562,5
2.29887657392734,0.0224578909439812,5
2.39733906992468,0.0398669273028879,5
2.49480842309843,0.0621752857557616,5
2.59104101031674,0.0893272069077179,5
2.68579629972502,0.121254824954256,5
2.77883745195156,0.157878337310795,5
2.86993191208388,0.199106204077971,5
2.95885199093611,0.244835376844215,5
3.04537543415455,0.29495155625364,5
3.12928597773898,0.349329477695509,5
3.21037388859116,0.407833224401167,5
3.28843648873948,0.47031656716591,5
3.36327866192932,0.536623329846598,5
3.43471334131318,0.606587779721495,5
3.5025619770213,0.680035041736625,5
3.56665498244429,0.75678153560325,5
3.62683215811224,0.836635434653954,5
3.68294309211172,0.919397145309806,5.00000000000055
3.73696770843785,1.00353550009765,5.00124998788879
3.79095856041269,1.08762127002395,5.00499906567446
3.84488190549355,1.17160190419213,5.01124489030476
3.89870404332742,1.25542491741203,5.01998355834056
3.95239133681251,1.33903792300153,5.03120960839594
4.00591023312045,1.42238866552652,5.04491602455135
4.05922728466563,1.50542505345882,5.0610942407384
4.11230917000896,1.58809519173178,5.07973414609328
4.16512271468263,1.67034741417295,5.10082409127581
4.21763491192309,1.75213031579382,5.12435089574986
4.26981294329922,1.8333927849163,5.15029985602077
4.32162419922283,1.91408403511579,5.17865475482456
4.37303629932854,1.99415363696113,5.20939787126318
4.4240171127105,2.07355154953138,5.24250999187955
4.47453477800316,2.15222815168971,5.27797042266529
4.52455772329362,2.23013427309506,5.31575700199384
4.57405468585302,2.30722122493203,5.35584611447077
4.62299473167477,2.3834408303398,5.39821270569264
4.6713472748073,2.4587454545211,5.44283029790514
4.71908209647115,2.53308803451222,5.48967100654943
4.76890042406964,2.60604939655297,5.53649189950573
4.82341679334004,2.67709029917532,5.5809731064245
4.88246088201838,2.74598880730791,5.62297564565755
4.94584822236482,2.81252967913637,5.66236827939649
5.01338077747671,2.87650503856058,5.69902792368524
5.08484755999448,2.93771502464006,5.73284003295819
5.16002529126705,2.99596841599839,5.76369895790283
5.23867909891788,3.05108322823597,5.79150827552874
5.32056325063186,3.10288728248469,5.8161810904118
5.40542192187088,3.15121874332821,5.83764030617234
5.49298999511941,3.19592662440721,5.85581886633925
5.58299388816322,3.23687126013019,5.87065996384743
5.67515240881336,3.27392474201592,5.88211721851413
5.76917763340528,3.30697131830441,5.8901548219396
5.86477580632831,3.33590775558791,5.89474764937956
5.96164825777534,3.36064366133215,5.89588133823976
6.05949233684535,3.38110176628021,5.8935523329475
6.15800235708371,3.3972181658567,5.88776789605995
6.25687055150607,3.40894251981803,5.87854608557452
6.35578803412227,3.41623820952522,5.86591569851214
6.45444576495628,3.41908245234754,5.84991618094977
6.55253551554712,3.41746637283997,5.83059750478321
6.64975083191455,3.41139503047174,5.80802001160514
6.74578799198087,3.40088740381962,5.78225422418631
6.84034695445777,3.38597633127515,5.75338062614861
6.93313229623364,3.36670840845107,5.72148941051866
7.02385413533286,3.34314384260764,5.68668019794723
7.11222903656338,3.31535626455336,5.64906172547491
7.19798089702345,3.2834324986081,5.60875150681655
7.28084180871012,3.24747229136624,5.5658754652263
7.36274966777614,3.21207479815618,5.52075848139049
