x,y,z
-0.5,1,0
-0.494542748745909,0.975620733852839,0
-0.489008228880683,0.95125928812681,0
-0.483393581888568,0.926916598025955,0
-0.477695776056046,0.90259367094712,0
-0.471911591785272,0.878291593903234,0
-0.466037605298198,0.854011541907144,0
-0.460070170514298,0.829754787466777,0
-0.454005398849972,0.80552271137033,0
-0.447839136646315,0.781316814974224,0
-0.441566939882687,0.757138734248002,0
-0.435184045774649,0.732990255881222,0
-0.428685340784251,0.708873335820091,0
-0.42206532448568,0.684790120679186,0
-0.415318068626599,0.660742972570291,0
-0.408437170600956,0.636734498011344,0
-0.401415700397353,0.612767581730943,0
-0.394246139901583,0.588845426376883,0
-0.386920313204202,0.564971599383447,0
-0.379429306283309,0.541150088568223,0
-0.371763374085343,0.517385368437764,0
-0.363911832595181,0.493682479713471,0
-0.355862932949017,0.470047125287276,0
-0.347603713970996,0.446485786740267,0
-0.339119828671861,0.423005866789556,0
-0.330395339190279,0.399615864686775,0
-0.321412473330718,0.376325593843445,0
-0.312151334191547,0.353146454045485,0
-0.302589552313056,0.330091774892168,0
-0.292701867241219,0.307177253067803,0
-0.282459622364127,0.284421514485356,0
-0.271830153389116,0.261846844354619,0
-0.260776047163066,0.23948014549482,0
-0.249254244457148,0.217354210208631,0
-0.23721495964844,0.195509427381137,0
-0.224600395943312,0.173996099286432,0
-0.211343255471355,0.152877618607207,0
-0.19736509712913,0.13223486267438,0
-0.182574718028847,0.112172301818011,0
-0.166866999189978,0.0928264744183488,0
-0.15012319776469,0.0743775688831815,0
-0.132214707392904,0.0570646054530711,0
-0.113014087984482,0.041203425720305,0
-0.092419498932819,0.0272028684710343,0
-0.0703994111820908,0.0155660411028471,0
-0.0470568336989106,0.00685143697839286,0
-0.022687068679765,0.001567463464332,0
0.00222823982908908,1.4873031551297E-05,0
0.0271287257612247,0.00216797154914546,0
0.0515298544709276,0.00769232059080018,0
0.0751186626598056,0.0160806792349107,0
0.0977544173529989,0.0267995103573744,0
0.119417660687309,0.0393758033979347,0
0.140156285635937,0.0534249534941981,0
0.160047957849966,0.0686466779019007,0
0.179178752230445,0.084809999023026,0
0.19763258113587,0.101737392837389,0
0.215486693664449,0.119291505157674,0
0.232810274573487,0.137364947554645,0
0.24966450294085,0.155872734721397,0
0.266103226553503,0.174746749149706,0
0.282173838838274,0.193931692672887,0
0.297918166996615,0.213382109295567,0
0.313373290632282,0.233060176589764,0
0.3285722636553,0.252934049985496,0
0.343544736989579,0.272976607356305,0
0.358317490138982,0.293164485799082,0
0.372914883327283,0.313477333593617,0
0.387359242404489,0.333897222015794,0
0.401671187829612,0.354408176861082,0
0.41586991768417,0.37499580022397,0
0.42997345325575,0.395646960653929,0
0.443998854436635,0.416349535210313,0
0.457962411074608,0.437092190809263,0
0.47187981550382,0.457864195033716,0
0.485766320762857,0.478655248563492,0
0.499636888456873,0.499455332781062,0
0.513506329822577,0.520254567058958,0
0.527389443293845,0.541043070827765,0
0.541301151730735,0.561810825814801,0
0.555256642459963,0.582547533859923,0
0.569271513379526,0.603242465458179,0
0.583361928608409,0.62388429362652,0
0.597544787523257,0.644460906792883,0
0.611837911530989,0.664959193076297,0
0.62626025359608,0.685364786436974,0
0.640832136390031,0.705661762534335,0
0.655575525968628,0.725832268459271,0
0.670514349099907,0.745856065397693,0
0.685674863705913,0.765709956142605,0
0.701086093187428,0.785367059335758,0
0.716780336310965,0.804795878124082,0
0.732793764078798,0.823959090725807,0
0.749167111989338,0.842811961589901,0
0.765946467137414,0.861300230760014,0
0.783184128365559,0.879357281028111,0
0.800939471679854,0.896900302461624,0
0.819279658087595,0.91382506967639,0
0.838279830568463,0.929998829225252,0
0.858022076608114,0.94525071330685,0
0.878591743734043,0.959359212752137,0
0.900068516394999,0.972036987585865,0
0.922507998772402,0.982915649761215,0
0.945908384181355,0.991538824925766,0
0.970159975010344,0.997381859459167,0
0.994990628196514,0.999924969990811,0
